"case","city","city_council","day_of_week","ibr_code","location","occur_date","police_grid","police_zone","report_date","ucr_code","ucr_description","x_coordinate","y_coordinate"
"SL20081226","SALT LAKE CITY","7","5","0","2100 S FOOTHILL DR                                                                                       ","01/03/2008","SUG","236","01/03/2008","5499-8","TRAFFIC","1912927","871584"
"SL20081262","SALT LAKE CITY","7","5","0","500 E ELM AVE                                                                                           ","01/03/2008","SUG","235","01/03/2008","5499-8","TRAFFIC","1896006","870906"
"SL20081722","SALT LAKE CITY","4","5","90D","500 S 600 E                                                                                             ","01/03/2008","CEC","214","01/03/2008","5404-0","TRAFFIC","1896647","883455"
"SL20081478","SALT LAKE CITY","4","5","0","800 S 1300 E                                                                                            ","01/03/2008","EAC","215","01/03/2008","5399-26","PUBLIC PEACE","1902125","880879"
"SL20081525","SALT LAKE CITY","3","5","220","100 N T ST                                                                                              ","01/03/2008","AVE","211","01/03/2008","2202-0","BURGLARY","1901829","889027"
"SL20081762","SALT LAKE CITY","4","5","90D","200 W 400 S                                                                                             ","01/03/2008","DTN","114","01/03/2008","5404-0","TRAFFIC","1890223","884371"
"SL20081778","SALT LAKE CITY","4","5","0","100 S 900 E                                                                                             ","01/03/2008","EAC","213","01/03/2008","5499-12","TRAFFIC","1899038","886477"
"SL20081633","SALT LAKE CITY","4","5","0","200 E 600 S                                                                                             ","01/03/2008","CEC","115","01/03/2008","5499-7","TRAFFIC","1893543","882775"
"SL20081759","SALT LAKE CITY","4","5","90D","500 S 900 E                                                                                             ","01/03/2008","EAC","215","01/03/2008","5404-0","TRAFFIC","1898966","883553"
"SL20081690","SALT LAKE CITY","2","5","13B","700 W NORTH TEMPLE ST                                                                                   ","01/03/2008","STF","132","01/03/2008","1313-0","ASSAULT","1885902","888419"
"SL20081611","SALT LAKE CITY","5","5","90Z","600 E BRYAN AVE                                                                                         ","01/03/2008","LIW","232","01/03/2008","4902-0","ESCAPE","1896988","875272"
"SL20081583","SALT LAKE CITY","7","5","23C","2200 S 1300 E                                                                                            ","01/03/2008","SUG","236","01/03/2008","2303-0","LARCENY","1902124","869942"
"SL20081720","SALT LAKE CITY","4","5","220","500 S 800 E                                                                                             ","01/03/2008","EAC","215","01/03/2008","2202-0","BURGLARY","1898232","883206"
"SL20081565","SALT LAKE CITY","7","5","26B","2100 S GREEN ST                                                                                          ","01/03/2008","SUG","235","01/03/2008","2605-0","FRAUD","1896831","871065"
"SL20081536","SALT LAKE CITY","7","5","13C","600 E 1700 S                                                                                            ","01/03/2008","LIW","234","01/03/2008","1316-3","ASSAULT","1896954","874454"
"SL2008937","MAGNA",,"5","35A",,"01/03/2008","11","11","01/03/2008","3530-0","DRUGS","1826034","884694"
"SL20081499","SALT LAKE CITY","2","5","0","100 S 900 W                                                                                             ","01/03/2008","POP","151","01/03/2008","5399-28","PUBLIC PEACE","1884773","886551"
"SL20081715","SALT LAKE CITY","5","5","220","1200 E ROOSEVELT AVE                                                                                     ","01/03/2008","EAC","232","01/03/2008","2202-0","BURGLARY","1901461","876153"
"SL20081534","SALT LAKE CITY","3","5","26B","500 N COLUMBUS ST                                                                                       ","01/03/2008","CAH","111","01/03/2008","2605-0","FRAUD","1892242","891727"
"SL20081795","SALT LAKE CITY","1","5","0","1700 W NORTH STAR DR                                                                                     ","01/03/2008","JOM","133","01/03/2008","7399-3","PUBLIC ORDER","1877840","890167"
"SL20081737","SALT LAKE CITY","5","5","250","1700 S 500 E                                                                                             ","01/03/2008","LIW","234","01/03/2008","2510-0","FORGERY","1895760","874480"
"SL20081721","SALT LAKE CITY","1","5","0","1000 N VICTORIA WAY                                                                                      ","01/03/2008","ROP","131","01/03/2008","5399-49","PUBLIC PEACE","1884341","895867"
"SL2008938","MAGNA",,"5","90Z",,"01/03/2008","11","11","01/03/2008","3599-99","DRUGS","1826034","884694"
"SL20081807","SALT LAKE CITY","5","5","240","1400 S GREEN ST                                                                                          ","01/03/2008","LIW","232","01/03/2008","2499-13","STOLEN VEHICLE","1897012","875896"
"SL20081810","SALT LAKE CITY","1","5","35A","1000 N VICTORIA WAY                                                                                      ","01/03/2008","ROP","131","01/03/2008","3530-0","DRUGS","1884341","895867"
"SL2008936","MAGNA",,"5","35A",,"01/03/2008","11","11","01/03/2008","3530-0","DRUGS","1826034","884694"
"SL2008939","SALT LAKE CITY","2","5","90Z","2100 W 500 S                                                                                             ","01/03/2008","POP","154","01/03/2008","3599-99","DRUGS","1875085","883694"
"SL20081864","SALT LAKE CITY","3","5","90Z","500 N COLUMBUS ST                                                                                       ","01/03/2008","CAH","111","01/03/2008","4902-0","ESCAPE","1892243","892048"
"SL20081825","SALT LAKE CITY","2","5","0","1200 W INDIANA AVE                                                                                       ","01/03/2008","POP","151","01/03/2008","5399-28","PUBLIC PEACE","1881936","881053"
"SL20081727","SALT LAKE CITY","4","5","90I","600 E 200 S                                                                                             ","01/03/2008","CEC","212","01/03/2008","5324-0","PUBLIC PEACE","1896714","885991"
"SL20081856","SALT LAKE CITY","1","5","240","1600 W NORTHWOOD AVE                                                                                     ","01/03/2008","JOM","132","01/04/2008","2499-13","STOLEN VEHICLE","1878643","892533"
"SL20081837","SALT LAKE CITY","5","5","290","1000 S MCCLELLAND ST                                                                                     ","01/03/2008","EAL","232","01/03/2008","2902-1","DAMAGED PROP","1900136","879231"
"SL20081774","SALT LAKE CITY","1","5","220","1200 N CAROUSEL ST                                                                                       ","01/03/2008","ROP","131","01/03/2008","2202-0","BURGLARY","1879415","897465"
"SL20081799","SALT LAKE CITY","5","5","40A","1500 S MAJOR ST                                                                                          ","01/03/2008","PEF","231","01/03/2008","4004-0","COMMERCIAL SEX","1892200","875749"
"SL20081812","SALT LAKE CITY","5","5","40A","1400 S STATE ST                                                                                          ","01/03/2008","PEF","231","01/03/2008","4004-0","COMMERCIAL SEX","1892597","876629"
"SL20081888","SALT LAKE CITY","5","5","40A","1500 S MAIN ST                                                                                           ","01/03/2008","PEF","231","01/03/2008","4004-4","COMMERCIAL SEX","1891801","875477"
